avg_anonym,avg_real
78.34248571428571,69.91942142857144
92.35659820143884,82.42679784172661
73.78798339100346,65.8545955017301
102.14385241157557,91.16174726688102
82.26837365591398,73.42322123655914
79.88242044334976,71.29378694581281
74.75468197183099,66.71735633802817
87.28987957317074,77.90482987804879
105.87856195652175,94.49493405797102
97.81894376528116,87.30185672371638
115.2025037533512,102.816408847185
114.01167079037802,101.75359553264606
85.03967718309859,75.89655183098591
108.0963300395257,96.47425415019762
97.88727335766423,87.36282737226277
97.74698765822785,87.23763765822784
97.94763888888889,87.41670520833333
102.57514405594407,91.54667867132866
91.87147695167286,81.99381672862454
106.67382344322345,95.20468315018314
93.03376349809886,83.03114828897337
113.6737608219178,101.45200657534245
103.98227294520548,92.80251712328767
85.65336772334294,76.4442659942363
87.27037548638133,77.88741439688717
119.7845068601583,106.90575831134564
95.5974601851852,85.31920833333334
110.80870328467154,98.89499416058395
116.0224213768116,103.54815253623188
107.86042226027398,96.26369452054794
96.91204319371728,86.49245497382199
110.77115218508997,98.86147172236505
111.43867100371747,99.45724275092937
94.43220513595166,84.27924320241691
112.69852981132075,100.58162037735848
102.6003838407494,91.56920281030445
108.91731152416358,97.20697620817843
88.83429711191336,79.2831891696751
84.43219847908745,75.3543927756654
102.5583719844358,91.53171478599221
97.70040619195046,87.19604829721362
117.904309929078,105.22771702127659
116.48728771929825,103.9630403508772
102.78297769516729,91.73218141263939
78.60584536082474,70.1544591065292
116.18601615120274,103.69419037800685
87.42607522388059,78.02637761194029
90.62096295264624,80.87777270194987
110.12927909967847,98.28862893890675
79.44826219081273,70.9063003533569
