min_anonym,min_real
47.7865,45.8604
39.5596,36.1275
34.3007,36.8825
41.1777,38.7008
50.0083,46.1757
29.7898,28.7269
32.9617,30.8919
37.0223,40.1543
42.1728,40.5508
51.1186,48.8706
41.0631,44.7311
43.3788,39.6153
34.5767,38.2063
30.2297,31.8207
44.9184,47.5831
29.1116,31.5744
33.9953,31.4771
47.7711,49.1472
34.753,37.169
41.8145,43.9228
22.9531,25.1955
37.5427,34.5062
40.7229,38.4541
37.0411,41.1111
38.3325,41.6658
35.4267,36.2978
45.0973,43.6989
43.5747,41.9391
44.681,41.2186
35.056,36.2149
39.0305,37.4573
33.0428,34.8921
43.893,46.9947
33.6153,31.0104
32.9821,35.6563
36.2063,33.9328
33.1287,36.0486
34.567,33.4304
42.8856,39.2366
38.5251,40.8105
31.5676,29.4474
30.5291,32.0684
37.1428,34.9744
53.2665,49.1388
32.9066,33.9944
46.4951,44.4079
45.2587,43.0216
31.1385,32.8465
37.4623,40.0666
47.4579,45.4578
35.3788,39.0495
46.7001,50.2692
42.383,41.1086
37.6491,35.3181
37.3711,38.6864
52.3153,49.4941
37.3202,40.3898
51.722,49.0721
41.8243,43.841
38.6499,40.7699
35.3985,32.9288
48.3952,44.6862
37.1121,35.9265
37.9252,40.2176
37.5019,40.6745
43.3818,46.3977
33.9074,35.2835
37.3275,40.1803
40.1554,39.3295
45.7792,47.5381
42.3927,39.1799
50.3192,48.6646
34.3589,32.1111
34.4213,36.4632
42.8065,40.1186
37.8273,40.9386
33.842,37.5605
43.9803,47.9611
35.7455,37.4691
39.8535,37.1421
46.2385,47.5216
43.8578,40.0894
40.1871,43.3051
44.9002,46.8687
42.752,39.0786
26.1909,27.8331
35.8851,33.6003
36.6717,34.5633
36.2337,38.2212
26.3536,25.1226
43.4498,41.0679
34.2222,32.1335
42.2923,44.0545
36.3912,33.234
29.7299,28.4225
48.9989,46.7547
38.2397,34.8584
47.7778,45.8081
49.4494,46.1282
27.8936,30.2206
45.7415,48.5064
38.5362,39.8925
45.988,43.344
35.2093,34.2836
49.9063,48.033
27.7093,29.9237
42.8643,45.3111
40.6329,44.3591
38.4226,35.5107
38.865,37.4062
31.6176,34.9752
45.1776,46.2411
33.8813,35.2563
37.5451,36.4516
50.4843,46.4437
35.2387,38.4702
42.7203,40.2642
41.4866,45.3405
40.6336,41.4629
47.2388,44.025
36.1554,35.2392
33.5955,36.9587
47.7503,48.7248
37.2105,34.2954
37.4131,38.2547
41.7246,40.47
33.5141,30.6625
39.8187,37.3534
41.6676,40.2975
34.1137,37.862
30.3257,32.1588
43.503,41.9508
39.4225,38.3861
37.8827,35.6375
38.3874,35.7758
34.4775,36.1399
30.7228,33.5402
46.8352,49.5611
27.7899,30.6394
39.9944,37.5534
40.6377,42.8216
32.857,31.4421
43.1369,41.5978
30.8998,28.8244
51.9685,47.8531
55.1796,52.6021
32.8847,35.8612
40.6349,42.4607
39.8746,41.0233
29.9215,32.5234
40.4173,42.1453
43.4975,47.5903
56.059,53.1869
36.3203,39.7813
44.7943,46.5637
26.4679,25.7721
34.896,38.4317
35.1502,37.2749
44.6905,46.6985
29.8375,31.6075
34.2034,35.5915
35.5707,32.4254
39.9231,41.2429
39.3913,43.5263
29.2379,31.3375
41.7292,43.8793
39.4681,36.9206
42.2849,38.5108
39.5555,36.7616
35.9777,33.2511
42.2745,46.1009
37.7401,36.7479
46.2756,47.6577
27.8581,26.2317
31.9885,33.6721
39.23,41.1216
52.9891,48.2157
40.1227,41.2361
31.6597,34.5253
31.7362,32.5834
33.2769,31.0999
43.3059,41.4807
33.1612,30.5071
45.4771,44.1525
35.674,34.8379
49.9772,47.0152
42.2361,43.1862
33.5143,36.6277
43.5479,46.0337
39.8769,37.408
33.481,35.3922
38.6173,41.6584
42.9475,41.3752
41.4306,39.5708
42.7877,40.214
40.4568,42.676
36.9267,36.026
31.5765,34.9684
43.9789,46.7363
33.3489,34.9936
45.7353,43.8918
41.7508,39.9529
52.4276,56.3132
32.3112,34.0835
42.8783,46.9128
34.4437,36.487
29.7572,32.9173
47.7934,43.6868
43.6188,44.6
50.6996,46.6847
35.0589,35.8475
51.9406,49.2328
30.303,32.7955
39.6694,41.6258
45.684,43.4259
45.734,44.0173
41.7457,40.4121
35.8496,39.3519
30.2769,28.7257
41.5964,43.8781
41.5479,38.4703
41.5103,44.0194
45.445,42.9131
44.8872,49.8747
32.6069,34.0364
38.4886,40.0089
34.1751,31.7023
54.5518,50.9354
42.1797,39.7547
37.5356,40.3175
30.3481,32.1484
34.685,33.5121
34.0803,32.0907
37.4007,35.9968
47.1707,51.1058
33.3617,36.1057
37.0622,39.5964
41.243,42.2572
37.0301,35.5375
37.511,35.8614
37.5919,40.5522
33.9316,31.2446
41.5359,44.6143
34.2477,33.4777
34.238,37.7486
30.7217,33.7231
49.3008,47.6336
37.1572,35.054
34.3161,37.6686
46.5837,49.8221
32.7704,36.051
40.7121,42.7199
40.8862,44.4899
53.6566,50.6672
35.9464,33.3455
36.1529,38.9579
38.7131,42.4952
46.0634,42.1826
29.5767,32.7176
43.5026,47.2854
40.8322,39.0365
38.4694,35.004
41.3268,39.2095
43.7138,39.776
44.4648,47.8631
29.5697,30.8661
39.9787,37.6802
38.5966,35.4422
40.2599,42.4682
34.3877,32.7502
44.3112,45.7288
41.6903,45.965
25.0603,23.2686
37.2515,35.3765
45.0898,46.4843
27.4081,29.4711
50.9508,49.3231
33.2255,34.646
34.8646,33.7835
34.1016,36.629
29.5709,28.7375
45.8739,41.7415
34.2764,32.064
47.6447,46.0335
46.2409,43.5004
48.9211,44.5142
34.0033,36.6415
35.2019,32.0017
30.714,34.0888
42.6277,41.346
36.3689,35.0038
26.5333,29.4487
34.2886,32.4089
43.2569,41.875
46.9868,44.4951
38.4266,36.2173
41.6707,39.1274
27.7268,30.2364
44.5881,47.3837
31.5382,32.9898
29.3061,30.8485
43.2273,46.8335
48.5891,44.6591
32.5081,34.8426
34.1483,31.6188
49.2821,46.8461
46.9475,49.0569
40.7969,39.6086
49.1412,50.9764
34.2466,37.3463
40.0245,36.8889
44.7714,42.0784
58.6269,53.5895
36.5016,38.0622
28.6592,31.2873
40.3238,41.5281
40.1508,43.2194
44.9314,43.1618
47.5699,51.0407
39.1503,37.6084
38.1146,36.897
37.7303,36.4544
36.5088,38.7156
33.7201,32.517
28.3784,30.8797
46.541,42.3485
46.4823,44.7375
46.6536,45.3388
44.1918,41.3394
34.4036,36.2143
47.9577,45.674
36.1941,38.3819
35.3338,33.0222
49.0523,44.8786
47.4078,44.7666
38.0378,40.9009
44.7074,41.9001
29.8593,32.3503
50.9503,46.6151
40.8283,39.258
46.9295,48.9359
39.7735,38.207
43.9837,42.0093
54.3026,51.2289
41.8996,46.0435
32.8305,30.4833
52.467,53.7572
43.1811,40.4696
45.7722,44.7869
32.4063,33.1353
35.733,33.333
29.1018,30.2514
36.8617,34.0367
48.261,47.2684
43.0075,40.1189
44.4627,47.1003
53.9814,49.8904
40.4835,38.9639
39.5417,37.9115
40.7697,38.2814
44.0441,40.8194
38.3773,39.9348
39.336,43.6098
36.0645,34.4785
34.5231,37.4437
39.7161,36.6385
39.64,43.5126
41.9159,44.0293
47.2299,43.0145
29.2536,31.4555
47.2074,44.9594
40.5383,42.3598
44.4023,41.4587
33.0608,36.4507
40.0325,39.018
46.1128,43.4207
36.1778,33.1906
43.5463,42.6089
41.5223,45.9318
47.0402,49.3601
51.8014,48.5486
33.9225,36.5938
42.8552,39.2088
52.0734,47.9497
46.6974,49.1035
44.3346,46.8653
40.5693,37.1854
43.9658,47.9453
38.6466,37.196
37.1437,38.5708
42.8755,46.3018
39.1651,36.2976
29.6082,30.2433
31.8118,33.2412
36.1967,38.1822
40.5686,39.387
41.3267,42.2563
28.9681,30.3014
48.9873,47.9328
49.2932,45.4315
39.7394,41.525
53.7389,50.0362
38.9447,42.4234
37.5216,35.1985
39.1516,41.1689
45.9724,42.8048
49.5365,45.1152
23.9644,23.0871
45.4342,42.8625
38.2658,36.3398
37.1598,36.1125
45.6895,49.4475
28.9446,31.6334
39.5803,40.4707
34.6529,32.1754
44.5426,43.6264
47.7786,45.2449
39.4549,37.9739
37.204,39.411
34.35,31.3127
40.7957,38.1625
35.8341,36.6402
43.2703,44.5168
46.8002,50.4313
49.9063,46.4677
47.0115,45.0733
42.3652,45.554
34.0814,35.2081
45.5473,46.956
34.376,32.6768
42.2073,44.5695
31.2179,33.6038
46.2718,47.3611
30.8061,32.4275
39.3904,43.3338
37.601,35.8446
33.6677,35.6272
42.7074,38.8956
47.4987,45.6718
49.1325,45.451
47.5009,43.2613
41.4535,40.2071
48.375,46.7843
48.8773,45.7653
38.7514,35.3894
38.3826,40.0236
42.5778,43.8043
39.1116,36.6901
34.0977,37.0627
31.6063,33.876
30.3034,33.4475
30.4879,32.3308
41.5408,39.3752
25.8897,27.1951
49.1179,52.9859
45.483,41.9585
26.0308,25.0056
52.9499,51.1099
34.1065,35.234
38.3474,37.3756
39.0365,40.9617
50.3755,48.5313
41.9356,40.0531
49.419,45.716
55.061,50.7475
52.5219,50.5018
31.8029,34.3444
38.3961,35.1291
44.9354,41.263
43.1561,41.6163
40.4751,41.3011
43.8225,48.3159
35.6811,32.4374
40.3694,38.2648
36.6249,37.4871
37.2374,35.2627
38.2091,36.2515
31.3569,33.3584
40.4571,44.704
39.3762,42.2491
35.106,36.5688
49.5165,48.2147
32.9027,35.2655
25.0881,26.1607
32.7411,29.7646
35.6474,32.4067
43.2191,41.7173
35.3041,32.7193
46.3637,50.0688
35.4035,36.6876
35.4354,37.144
28.8337,29.4221
43.2469,39.6761
47.0076,47.9669
43.5046,45.5069
47.2356,43.0197
40.0652,42.5773
41.0429,38.5379
37.9862,35.468
41.5628,39.0261
53.8201,50.966
40.923,44.4815
35.8164,32.9498
35.5555,37.9056
48.6487,47.1859
39.9806,41.9084
34.3037,36.6101
33.5698,31.3151
48.4785,46.4353
43.0904,47.5087
46.895,42.7874
42.9984,39.7765
41.1814,40.2162
46.821,45.858
31.7591,32.809
51.75,47.0883
43.1259,44.4597
29.9992,31.6447
29.6611,31.8937
32.6559,30.1254
29.2145,30.3055
34.9083,36.4007
37.5204,35.0986
46.8021,45.5273
41.9853,39.1654
42.3278,45.7104
40.0227,43.9327
52.3989,50.1425
27.6557,29.8014
28.9212,30.7345
37.1318,34.7351
41.0173,44.0572
29.7428,32.1892
40.1091,41.3496
47.8582,46.7365
39.9504,37.1286
50.0118,47.3597
41.7485,38.5846
40.0764,42.771
35.2363,39.1514
32.8522,30.7605
31.8259,30.1667
50.7481,49.5587
30.3682,29.7145
37.4868,40.9244
43.5473,40.3589
39.382,41.0229
36.186,36.9622
48.1728,45.8789
43.4333,40.0676
30.2711,33.375
38.9138,36.9201
53.7271,49.2006
43.7822,39.802
32.7481,33.7958
31.1324,32.4296
35.5875,34.3841
47.978,44.2194
42.9016,47.4575
40.089,43.1993
42.7935,45.7685
41.9222,44.9327
44.6907,49.4366
27.9133,28.9557
44.4085,45.8766
36.0398,34.6204
36.3925,38.3887
41.1831,40.1786
34.7786,31.7613
55.8141,51.2997
18.499,20.0422
36.436,34.2444
32.3453,33.658
36.9355,34.3586
31.8174,34.1023
43.8139,41.2949
34.8942,36.0477
35.8738,38.4088
29.718,28.9086
39.6036,38.789
51.7668,47.5798
43.048,47.2018
42.2433,44.8443
31.412,30.6758
36.8474,38.9096
43.9796,42.2069
32.9752,33.7515
42.808,43.8158
49.5849,47.2687
39.8043,41.8552
50.1433,46.3432
44.7866,43.3559
32.8711,34.5285
32.433,33.1965
36.9226,35.5709
