max_anonym,max_real
113.831,116.87
127.699,138.653
134.048,122.195
118.043,129.15
168.393,157.23
167.841,152.861
136.726,139.659
111.375,119.887
129.258,123.692
150.142,137.367
152.6,158.463
132.7,145.345
116.734,112.786
142.738,148.068
145.035,150.295
138.038,143.193
149.746,139.558
101.375,107.049
146.364,155.872
150.814,157.098
135.336,145.366
124.369,129.551
167.815,158.765
160.105,152.772
129.355,125.587
113.325,107.519
148.229,158.534
115.277,118.476
129.618,132.534
154.025,150.562
140.462,134.285
108.814,118.276
135.379,139.999
109.583,115.108
116.751,123.939
113.774,104.861
106.222,114.095
106.588,113.031
129.226,120.772
114.766,106.068
134.893,143.809
122.263,111.656
98.9662,101.608
145.401,151.144
126.326,134.676
102.145,113.368
129.116,123.912
109.701,114.391
134.19,146.017
141.599,148.427
152.343,141.846
118.676,130.27
114.815,124.799
118.191,122.351
158.214,149.118
134.568,124.831
131.753,140.462
139.462,131.073
100.194,107.045
137.422,144.199
122.133,127.888
142.973,156.941
93.8221,102.988
171.634,158.627
113.065,107.784
137.274,146.817
123.961,114.461
144.803,160.358
117.821,115.511
138.19,150.698
114.369,123.242
128.165,123.951
115.213,122.437
97.2097,101.897
109.803,103.295
129.745,140.417
136.007,145.93
112.591,122.916
118.959,124.564
111.495,106.388
137.468,127.877
127.65,133.665
119.065,130.411
115.962,106.877
119.746,123.449
146.692,150.918
111.054,103.595
128.669,121.271
107.668,118.057
116.717,123.51
138.92,135.93
139.485,153.787
157.561,147.806
116.213,122.072
123.29,115.332
154.463,149.529
146.441,138.022
139.75,147.884
148.04,138.485
140.588,155.346
155.26,145.784
118.415,112.991
121.201,110.383
149.775,146.265
159.124,145.319
124.77,130.24
123.949,119.182
149.779,139.2
96.0935,104.336
127.461,140.685
120.508,126.984
145.608,150.577
136.566,125.983
117.702,121.342
109.525,113.97
114.929,105.536
104.658,101.217
151.675,159.323
113.447,120.304
125.848,122.301
150.79,144.99
152.873,148.999
159.594,150.703
109.118,116.207
109.775,112.244
138.758,128.242
161.09,148.333
100.922,108.635
129.272,137.377
158.413,153.204
133.413,141.327
123.31,113.65
122.964,117.22
104.009,107.336
154.889,149.796
142.051,131.043
96.7099,103.766
126.143,131.126
119.489,127.933
131.328,143.059
124.986,134.394
96.8975,104.303
125.479,116.616
101.808,107.962
129.535,120.274
127.708,123.389
156.003,149.715
122.019,119.392
120.397,117.805
122.582,135.6
121.887,134.831
134.439,147.735
151.08,157.868
174.066,158.242
148.379,140.51
151.005,142.727
124.317,129.497
109.698,104.674
108.421,105.161
147.069,135.423
136.434,127.987
117.879,129.537
106.496,115.882
131.163,126.605
126.114,115.701
102.187,108.479
127.653,120.541
161.368,146.965
146.631,156.157
151.664,139.014
145.584,132.953
97.7777,102.385
100.921,103.615
107.202,104.997
143.542,132.297
120.871,114.57
128.986,140.508
136.41,127.13
170.691,159.227
110.158,107.366
128.444,133.379
117.213,128.382
102.649,113.05
115.029,122.241
152.674,146.239
106.6,111.506
150.581,142.866
138.378,142.805
134.042,138.188
107.792,110.217
127.678,117.351
132.354,139.909
144.709,156.273
126.12,131.925
156.025,151.041
118.969,116.294
119.141,121.697
125.659,114.967
169.575,155.573
157.286,153.002
152.907,140.669
136.705,142.997
127.886,119.856
160.004,154.444
139.945,128.982
146.931,156.643
137.175,131.268
138.381,128.012
137.926,130.119
141.256,144.139
136.935,132.177
113.001,120.47
140.997,151.447
124.217,118.528
132.041,124.685
119.095,114.185
133.408,139.987
146.181,138.955
151.122,145.31
129.935,138.523
159.169,155.438
161.795,155.572
120.86,129.124
143.316,132.823
142.037,156.601
122.76,129.494
101.747,107.215
107.399,115.732
110.78,107.241
136.485,150.646
119.041,121.47
111.782,103.502
117.307,112.471
131.021,122.221
139.068,151.49
133.682,123.551
149.572,142.179
116.898,109.558
136.662,131.406
108.395,115.191
131.469,143.682
117.638,123.052
161.01,156.93
141.556,148.693
138.844,147.237
172.421,157.175
135.161,139.774
117.527,124.631
108.9,118.37
138.915,141.895
144.139,135.724
124.563,130.844
107.857,117.748
113.628,125.141
98.0986,102.721
132.598,143.972
107.819,111.73
157.793,151.288
105.41,108.224
135.306,140.944
108.321,103.458
99.4606,101.698
142.958,137.196
153.126,145.419
123.303,134.905
157.368,146.389
137.15,125.595
107.804,119.384
157.355,151.594
169.179,155.638
116.289,124.24
124.865,128.462
118.172,128.588
137.173,148.617
151.46,146.197
137.577,150.193
142.42,137.206
111.186,108.474
131.21,135.268
144.435,149.984
143.166,150.543
140.051,134.02
164.175,153.866
154.953,148.707
129.562,135.667
158.664,155.097
105.948,112.471
95.3247,103.277
120.038,130.193
148.274,157.906
147.588,155.029
135.098,123.265
154.231,145.09
124.636,117.803
152.263,143.374
113.607,108.507
120.542,130.74
98.1638,105.78
135.794,130.196
121.218,125.614
156.201,146.119
150.591,138.538
163.635,155.695
129.844,120.226
141.61,137.887
108.849,115.674
135.223,142.34
120.09,109.671
132.743,123.253
153.836,146.371
147.207,152.073
103.397,112.144
124.682,127.617
102.663,107.276
118.899,128.958
123.355,118.839
141.843,156.215
127.38,124.516
142.987,147.867
132.89,147.492
137.307,150.391
118.363,130.069
163.896,156.838
119.44,113.213
118.269,113.83
140.739,130.193
138.575,151.614
150.754,153.831
140.312,154.02
114.113,120.755
128.526,125.514
106.975,115.275
149.089,145.311
142.974,151.938
151.897,155.632
107.851,104.71
135.094,150.105
162.48,153.283
136.49,128.522
127.049,131.657
160.792,157.331
129.532,139.733
112.804,117.017
149.316,136.611
109.983,114.209
151.129,142.844
119.004,124.611
104.784,114.769
136.149,143.315
138.036,143.937
138.559,147.09
110.683,108.513
121.575,111.742
124.978,128.843
158.56,147.224
149.367,157.893
137.056,140.57
97.9469,103.102
102.293,105.675
126.538,122.852
133.545,138.532
116.879,107.426
127.804,120.912
120.844,132.65
101.421,108.125
124.392,132.614
129.653,125.633
132.05,123.296
94.5649,102.565
120.027,126.211
144.027,157.235
137.264,129.494
99.5202,102.704
127.911,121.936
158.582,145.89
138.012,141.551
97.4377,106.257
111.93,117.082
129.681,122.456
127.783,139.046
119.873,113.088
109.154,119.686
125.267,130.351
130.963,143.6
148.441,141.777
146.562,155.917
116.163,126.816
133.228,141.131
109.558,121.461
104.605,108.737
99.6799,107.762
161.82,147.109
153.237,149.5
104.265,102.221
115.238,111.126
138.258,132.178
153.328,143.03
124.837,121.911
130.556,126.385
163.029,156.91
112.429,117.727
131.336,145.767
135.27,129.569
97.3676,107.233
100.935,108.299
138.592,142.878
125.087,116.686
118.469,128.075
111.792,107.183
135.566,125.874
156.409,152.297
146.528,156.213
144.084,154.265
126.36,129.733
126.263,132.908
115.561,127.833
153.451,140.394
138.268,143.283
122.041,117.347
108.39,111.169
92.2271,101.46
126.102,120.787
103.916,107.351
145.701,133.916
108.169,105.325
107.29,104.98
155.805,143.732
124.262,118.232
113.487,122.955
122.756,118.376
157.481,146.63
111.825,105.695
138.127,143.137
137.236,133.11
111.697,108.024
164.668,150.657
147.046,137.042
113.868,105.727
129.994,124.754
135.49,128.67
140.345,144.537
104.433,113.638
142.305,154.177
112.652,116.859
135.453,144.869
149.139,138.734
130.19,134.217
136.285,150.425
170.752,155.654
123.09,115.577
149.897,142.759
116.035,109.778
148.621,141.141
155.354,143.846
119.32,131.7
108.3,118.49
99.5933,102.147
127.178,130.439
145.052,151.411
130.845,141.761
109.755,119.04
147.347,151.436
119.744,125.781
119.174,115.033
164.154,149.776
135.585,143.173
141.958,157.207
115.251,120.935
157.39,149.468
144.522,139.365
134.978,149.477
123.452,128.596
121.758,117.527
155.773,160.425
126.38,114.891
158.753,152.062
140.525,152.248
100.013,102.054
159.945,156.196
112.291,104.847
115.184,124.793
150.751,137.046
133.809,138.806
157.802,150.862
149.909,145.543
149.742,143.02
129.588,141.317
141.954,148.023
116.931,121.803
112.649,117.834
108.504,113.736
106.602,104.307
109.927,102.448
115.755,118.723
108.576,105.516
103.616,113.614
166.801,156.035
152.812,145.674
122.218,115.956
123.313,112.718
112.442,119.112
131.112,128.29
128.588,119.284
96.9434,107.476
162.461,150.288
162.996,150.643
115.379,124.734
131.167,137.204
143.47,132.23
116.402,119.755
148.203,159.187
121.038,127.812
134.363,125.339
147.701,151.956
160.905,152.084
147.086,150.088
130.303,138.916
149.598,144.679
137.261,149.359
115.604,121.56
125.272,114.091
140.944,156.604
141.404,145.777
151.719,147.874
137.917,129.988
136.76,147.689
114.631,109.172
122.627,118.825
111.918,120.731
123.489,119.313
117.899,120.675
118.829,114.589
123.171,113.105
132.917,125.749
169.799,156.209
101.969,109.644
125.443,115.722
155.943,148.235
115.111,110.154
147.131,151.995
143.544,132.911
155.067,143.051
94.2219,100.88
100.662,107.66
149.512,145.865
163.17,150.387
112.846,108.925
126.521,135.898
117.42,128.609
127.393,115.812
111.063,122.993
129.02,142.093
150.532,147.292
143.736,147.573
141.249,134.651
118.589,125.094
167.732,155.307
147.786,158.06
141.224,134.627
135.735,128.781
113.912,123.148
107.857,104.109
135.025,129.583
146.837,157.045
142.04,145.832
142.919,136.896
141.613,147.976
148.178,151.202
129.131,122.515
137.628,134.665
125.827,123.118
137.508,130.96
130.234,143.43
137.185,147.669
93.8317,102.102
146.512,152.776
141.706,154.701
163.677,149.34
168.191,153.04
139.401,129.917
128.98,140.501
118.417,127.193
125.008,119.169
133.131,124.888
116.937,120.803
136.247,125.921
143.286,137.775
156.992,147.272
136.29,124.126
154.364,142.402
120.16,126.219
101.23,107.463
122.201,135.178
114.837,108.85
127.398,122.971
147.584,142.318
120.009,124.62
137.222,140.165
95.1019,105.085
122.822,127.806
108.966,105.18
123.569,127.26
162.671,155.072
122.809,113.292
